,topy,boty,topx,botx,height,width
30400,164,193,220,242,29,22
30401,112,143,239,262,31,23
30402,77,122,188,222,45,34
30403,116,146,258,281,30,23
30404,127,142,302,313,15,11
30405,92,111,297,312,19,15
30406,60,83,257,274,23,17
30407,46,68,202,219,22,17
30408,41,68,104,124,27,20
30409,63,86,137,154,23,17
30410,119,152,149,174,33,25
30411,170,201,66,89,31,23
30412,121,154,16,41,33,25
30413,78,102,59,76,24,17
30414,42,63,143,159,21,16
30415,71,90,120,135,19,15
30416,77,104,63,83,27,20
30417,113,145,19,43,32,24
30418,56,78,28,44,22,16
30419,39,60,80,95,21,15
30420,45,70,200,219,25,19
30421,64,90,234,254,26,20
30422,76,100,280,298,24,18
30423,71,93,314,331,22,17
30424,122,144,282,298,22,16
30425,148,174,203,222,26,19
30426,163,198,137,163,35,26
30427,188,213,177,195,25,18
30428,111,144,164,189,33,25
30429,134,165,111,135,31,24
30430,172,203,80,103,31,23
30431,168,206,8,37,38,29
30432,115,137,214,231,22,17
30433,135,155,247,262,20,15
30434,76,98,263,279,22,16
30435,76,93,240,253,17,13
30436,38,76,142,170,38,28
30437,87,117,115,138,30,23
30438,114,140,57,77,26,20
30439,149,171,95,111,22,16
30440,157,199,153,184,42,31
30441,181,200,241,256,19,15
30442,188,220,265,289,32,24
30443,129,159,303,325,30,22
30444,66,93,304,325,27,21
30445,19,53,273,298,34,25
30446,34,56,236,252,22,16
30447,41,68,192,213,27,21
30448,42,70,91,112,28,21
30449,51,78,28,49,27,21
30450,154,186,34,57,32,23
30451,187,222,78,105,35,27
30452,91,117,102,122,26,20
30453,134,155,114,130,21,16
30454,174,195,98,113,21,15
30455,185,213,163,184,28,21
30456,125,165,185,215,40,30
30457,85,102,230,243,17,13
30458,32,66,241,266,34,25
30459,40,63,304,321,23,17
30460,38,60,206,223,22,17
30461,44,71,158,178,27,20
30462,43,66,115,132,23,17
30463,36,68,60,84,32,24
30464,76,105,35,57,29,22
30465,127,154,40,60,27,20
30466,173,200,49,69,27,20
30467,167,208,226,256,41,30
30468,98,137,174,203,39,29
30469,119,146,212,233,27,21
30470,57,78,234,249,21,15
30471,85,109,296,313,24,17
30472,121,158,293,321,37,28
30473,166,198,265,289,32,24
30474,162,196,156,182,34,26
30475,126,149,135,152,23,17
30476,72,109,92,120,37,28
30477,132,160,81,102,28,21
30478,85,114,39,61,29,22
30479,45,67,49,65,22,16
30480,42,63,126,141,21,15
30481,43,73,204,226,30,22
30482,183,218,68,94,35,26
30483,199,225,191,211,26,20
30484,132,158,252,271,26,19
30485,112,124,277,286,12,9
30486,75,96,275,291,21,16
30487,46,68,220,236,22,16
30488,60,83,91,108,23,17
30489,110,144,85,110,34,25
30490,168,193,105,123,25,18
30491,188,208,169,184,20,15
30492,49,70,23,39,21,16
30493,50,73,316,333,23,17
30494,31,47,286,299,16,13
30495,188,218,239,261,30,22
30496,175,203,291,312,28,21
30497,100,137,137,165,37,28
30498,178,212,44,69,34,25
30499,124,155,70,94,31,24
30500,139,164,128,146,25,18
30501,105,123,152,166,18,14
30502,110,132,192,208,22,16
30503,115,144,247,269,29,22
30504,162,200,237,265,38,28
30505,151,178,285,305,27,20
30506,93,113,304,319,20,15
30507,63,83,251,266,20,15
30508,56,77,198,214,21,16
30509,50,82,130,154,32,24
30510,46,78,69,92,32,23
30511,72,97,29,47,25,18
30512,193,220,38,58,27,20
30513,188,217,115,137,29,22
30514,152,174,184,200,22,16
30515,204,233,287,308,29,21
30516,128,163,316,342,35,26
30517,117,154,118,146,37,28
30518,102,121,190,205,19,15
30519,75,102,228,248,27,20
30520,56,94,280,308,38,28
30521,133,175,272,303,42,31
30522,167,207,220,249,40,29
30523,56,89,118,143,33,25
30524,87,125,55,84,38,29
30525,112,137,15,34,25,19
30526,159,187,26,48,28,22
30527,190,226,55,83,36,28
30528,188,220,116,139,32,23
30529,161,202,172,203,41,31
30530,48,78,189,212,30,23
30531,34,59,229,247,25,18
30532,94,125,191,215,31,24
30533,132,180,212,247,48,35
30534,120,142,264,281,22,17
30535,90,107,289,301,17,12
30536,53,83,252,275,30,23
30537,39,67,199,220,28,21
30538,36,63,133,153,27,20
30539,76,108,120,144,32,24
30540,98,122,73,92,24,19
30541,135,168,104,128,33,24
30542,170,193,154,172,23,18
30543,176,209,52,77,33,25
30544,56,99,45,77,43,32
30545,19,37,83,96,18,13
30546,14,46,35,59,32,24
30547,176,213,278,307,37,29
30548,73,111,56,84,38,28
30549,62,81,118,132,19,14
30550,42,62,147,162,20,15
30551,46,72,187,206,26,19
30552,31,52,245,261,21,16
30553,59,87,282,302,28,20
30554,106,137,301,324,31,23
30555,121,154,324,348,33,24
30556,157,184,279,299,27,20
30557,139,166,132,152,27,20
30558,147,178,50,73,31,23
30559,110,136,17,36,26,19
30560,166,188,18,34,22,16
30561,174,206,100,124,32,24
30562,95,122,218,238,27,20
30563,79,102,240,257,23,17
30564,195,227,140,164,32,24
30565,70,118,194,231,48,37
30566,102,124,255,271,22,16
30567,93,115,138,155,22,17
30568,116,151,103,129,35,26
30569,132,164,55,79,32,24
30570,71,112,42,73,41,31
30571,29,58,91,112,29,21
30572,34,55,154,170,21,16
30573,43,82,288,317,39,29
30574,115,154,300,329,39,29
30575,181,213,274,297,32,23
30576,185,222,93,121,37,28
30577,141,169,165,186,28,21
30578,153,190,12,41,37,29
30579,102,134,197,222,32,25
30580,124,145,230,246,21,16
30581,90,110,267,282,20,15
30582,91,113,308,324,22,16
30583,127,146,307,321,19,14
30584,171,197,246,265,26,19
30585,202,228,270,290,26,20
30586,174,208,158,184,34,26
30587,63,87,137,155,24,18
30588,56,83,80,100,27,20
30589,69,99,32,55,30,23
30590,108,138,71,93,30,22
30591,102,124,116,133,22,17
30592,109,130,150,166,21,16
30593,186,208,83,100,22,17
30594,40,76,213,240,36,27
30595,33,56,272,289,23,17
30596,73,97,135,153,24,18
30597,102,133,183,206,31,23
30598,129,154,237,256,25,19
30599,41,66,250,269,25,19
30600,83,110,289,309,27,20
30601,132,156,298,317,24,19
30602,183,229,226,260,46,34
30603,177,204,163,183,27,20
30604,154,176,93,109,22,16
30605,188,215,49,69,27,20
30606,53,80,62,83,27,21
30607,104,133,11,33,29,22
30608,95,132,82,110,37,28
30609,34,62,198,219,28,21
30610,88,125,152,179,37,27
30611,109,151,203,234,42,31
30612,88,119,257,280,31,23
30613,65,85,241,256,20,15
30614,49,75,205,224,26,19
30615,49,68,125,139,19,14
30616,75,108,100,125,33,25
30617,109,143,77,102,34,25
30618,156,181,98,116,25,18
30619,164,189,141,160,25,19
30620,173,210,203,231,37,28
30621,83,113,311,334,30,23
30622,141,170,297,319,29,22
30623,27,58,304,328,31,24
30624,35,70,26,52,35,26
30625,95,122,34,53,27,19
30626,138,173,27,53,35,26
30627,130,156,252,271,26,19
30628,117,162,303,336,45,33
30629,190,218,306,327,28,21
30630,188,212,251,269,24,18
30631,153,179,216,236,26,20
30632,86,114,153,174,28,21
30633,104,129,98,117,25,19
30634,20,58,98,126,38,28
30635,40,68,176,197,28,21
30636,51,88,231,259,37,28
30637,65,98,287,311,33,24
30638,126,150,181,199,24,18
30639,156,188,134,157,32,23
30640,166,202,90,117,36,27
30641,139,178,51,80,39,29
30642,71,113,15,46,42,31
30643,56,93,57,84,37,27
30644,86,107,113,129,21,16
30645,110,136,154,174,26,20
30646,124,153,194,216,29,22
30647,154,189,228,255,35,27
30648,179,209,159,182,30,23
30649,98,127,277,299,29,22
30650,98,125,297,318,27,21
30651,70,89,306,320,19,14
30652,35,57,308,324,22,16
30653,36,66,264,286,30,22
30654,34,57,230,247,23,17
30655,21,44,167,184,23,17
30656,53,72,165,179,19,14
30657,36,54,111,125,18,14
30658,50,76,77,96,26,19
30659,41,75,29,54,34,25
30660,102,121,44,58,19,14
30661,144,176,47,70,32,23
30662,137,160,113,131,23,18
30663,188,225,86,113,37,27
30664,180,221,262,292,41,30
30665,108,129,253,269,21,16
30666,70,93,234,252,23,18
30667,51,64,205,215,13,10
30668,185,204,26,41,19,15
30669,83,123,105,134,40,29
30670,47,71,285,302,24,17
30671,35,60,225,244,25,19
30672,49,73,150,168,24,18
30673,80,122,155,186,42,31
30674,131,166,172,199,35,27
30675,164,183,223,236,19,13
30676,156,188,268,292,32,24
30677,101,132,299,322,31,23
30678,56,77,318,334,21,16
30679,165,196,99,123,31,24
30680,115,143,47,68,28,21
30681,39,70,55,78,31,23
30682,180,208,28,49,28,21
30683,209,236,181,201,27,20
30684,34,63,180,202,29,22
30685,68,94,22,42,26,20
30686,107,144,153,181,37,28
30687,120,154,237,262,34,25
30688,58,83,249,268,25,19
30689,29,68,167,196,39,29
30690,38,57,121,135,19,14
30691,19,35,64,76,16,12
30692,54,84,47,70,30,23
30693,95,128,62,87,33,25
30694,137,168,34,58,31,24
30695,158,188,83,106,30,23
30696,173,203,129,151,30,22
30697,183,208,172,191,25,19
30698,176,215,258,287,39,29
30699,102,137,303,330,35,27
30700,28,68,283,312,40,29
30701,131,157,185,205,26,20
30702,134,156,216,232,22,16
30703,84,109,241,259,25,18
30704,46,76,183,206,30,23
30705,44,70,127,147,26,20
30706,46,63,96,110,17,14
30707,58,76,50,63,18,13
30708,136,164,57,77,28,20
30709,164,185,104,119,21,15
30710,181,212,151,174,31,23
30711,189,216,219,239,27,20
30712,105,145,12,41,40,29
30713,168,199,24,47,31,23
30714,47,76,283,305,29,22
30715,76,107,314,337,31,23
30716,203,226,295,312,23,17
30717,126,154,188,209,28,21
30718,139,159,221,235,20,14
30719,93,114,245,261,21,16
30720,76,93,210,223,17,13
30721,58,86,169,190,28,21
30722,68,91,106,123,23,17
30723,97,122,92,111,25,19
30724,129,159,68,90,30,22
30725,164,193,90,112,29,22
30726,171,201,127,150,30,23
30727,177,210,172,197,33,25
30728,51,77,273,292,26,19
30729,81,117,298,325,36,27
30730,32,56,311,329,24,18
30731,48,86,30,59,38,29
30732,102,125,29,47,23,18
30733,146,181,16,42,35,26
30734,192,220,36,58,28,22
30735,97,124,169,190,27,21
30736,122,144,229,246,22,17
30737,66,99,242,267,33,25
30738,115,144,275,297,29,22
30739,161,191,222,244,30,22
30740,156,191,155,181,35,26
30741,98,132,81,106,34,25
30742,42,68,112,131,26,19
30743,33,73,193,223,40,30
30744,58,83,43,61,25,18
30745,29,51,10,27,22,17
30746,35,62,74,94,27,20
30747,152,183,43,67,31,24
30748,172,208,76,102,36,26
30749,193,230,250,278,37,28
30750,185,211,294,314,26,20
30751,64,93,306,327,29,21
30752,73,107,54,79,34,25
30753,107,134,18,39,27,21
30754,74,96,113,129,22,16
30755,95,121,143,162,26,19
30756,68,97,172,194,29,22
30757,64,94,237,260,30,23
30758,112,139,235,256,27,21
30759,105,132,284,304,27,20
30760,62,88,297,316,26,19
30761,29,54,254,273,25,19
30762,31,59,141,163,28,22
30763,31,52,72,88,21,16
30764,152,181,112,133,29,21
30765,177,220,149,181,43,32
30766,143,168,188,207,25,19
30767,123,152,157,179,29,22
30768,90,126,203,230,36,27
30769,121,151,237,259,30,22
30770,85,112,268,288,27,20
30771,51,70,273,287,19,14
30772,47,77,200,222,30,22
30773,52,78,155,175,26,20
30774,64,95,94,118,31,24
30775,99,125,76,96,26,20
30776,54,92,37,66,38,29
30777,113,144,45,68,31,23
30778,166,198,45,69,32,24
30779,153,182,126,148,29,22
30780,183,223,177,207,40,30
30781,187,215,222,244,28,22
30782,167,195,264,285,28,21
30783,106,127,128,143,21,15
30784,93,109,178,190,16,12
30785,142,164,202,219,22,17
30786,146,165,304,318,19,14
30787,107,137,304,327,30,23
30788,56,86,309,332,30,23
30789,127,151,264,282,24,18
30790,22,54,235,259,32,24
30791,185,219,93,119,34,26
30792,80,105,166,185,25,19
30793,69,100,221,245,31,24
30794,116,145,208,230,29,22
30795,132,166,240,266,34,26
30796,67,95,268,289,28,21
30797,32,63,298,321,31,23
30798,25,54,116,138,29,22
30799,54,79,67,85,25,18
30800,100,124,25,43,24,18
30801,142,181,37,67,39,30
30802,100,145,81,115,45,34
30803,129,161,136,160,32,24
30804,176,216,161,191,40,30
30805,147,171,201,219,24,18
30806,34,58,174,191,24,17
30807,32,54,246,263,22,17
30808,33,71,9,37,38,28
30809,63,88,88,107,25,19
30810,70,105,147,173,35,26
30811,110,147,204,232,37,28
30812,122,154,257,281,32,24
30813,73,102,299,321,29,22
30814,40,76,263,291,36,28
30815,27,56,211,233,29,22
30816,23,45,164,181,22,17
30817,135,173,99,128,38,29
30818,103,144,29,60,41,31
30819,168,195,40,60,27,20
30820,188,228,153,184,40,31
30821,170,216,209,243,46,34
30822,117,151,162,188,34,26
30823,32,73,16,47,41,31
30824,121,151,317,340,30,23
30825,34,76,316,347,42,31
30826,61,92,190,213,31,23
30827,97,134,256,284,37,28
30828,125,158,221,245,33,24
30829,115,144,162,184,29,22
30830,69,105,144,170,36,26
30831,95,126,97,121,31,24
30832,137,164,87,107,27,20
30833,120,155,45,72,35,27
30834,46,88,47,79,42,32
30835,44,64,120,135,20,15
30836,33,71,231,260,38,29
30837,107,136,299,321,29,22
30838,152,186,302,327,34,25
30839,178,216,224,252,38,28
30840,159,198,133,162,39,29
30841,186,208,82,98,22,16
30842,185,218,46,71,33,25
30843,157,195,10,38,38,28
30844,118,158,46,75,40,29
30845,57,80,84,101,23,17
30846,79,117,109,138,38,29
30847,124,157,154,179,33,25
30848,149,186,193,221,37,28
30849,146,193,266,301,47,35
30850,100,134,219,244,34,25
30851,54,85,259,283,31,24
30852,62,98,303,330,36,27
30853,102,134,271,295,32,24
30854,168,208,87,117,40,30
30855,205,238,170,195,33,25
30856,60,89,171,193,29,22
30857,29,56,141,161,27,20
30858,169,204,287,313,35,26
30859,87,138,179,217,51,38
30860,49,75,127,147,26,20
30861,73,98,91,111,25,20
30862,119,148,61,83,29,22
30863,32,73,228,258,41,30
30864,42,90,302,338,48,36
30865,156,195,178,207,39,29
30866,169,208,121,150,39,29
30867,31,66,19,45,35,26
30868,160,198,21,49,38,28
30869,151,186,294,320,35,26
30870,133,162,158,180,29,22
30871,146,165,212,226,19,14
30872,98,132,216,241,34,25
30873,65,98,182,206,33,24
30874,63,91,137,157,28,20
30875,99,128,96,118,29,22
30876,81,112,65,88,31,23
30877,36,64,22,44,28,22
30878,83,113,21,44,30,23
30879,125,162,20,48,37,28
30880,156,186,75,97,30,22
30881,183,224,92,123,41,31
30882,200,224,161,179,24,18
30883,56,95,244,274,39,30
30884,76,107,279,302,31,23
30885,60,81,322,337,21,15
30886,128,160,323,347,32,24
30887,36,59,213,230,23,17
30888,28,53,109,128,25,19
30889,34,63,70,92,29,22
30890,88,116,240,260,28,20
30891,48,73,287,305,25,18
30892,91,120,272,294,29,22
30893,129,166,247,275,37,28
30894,113,139,191,210,26,19
30895,51,81,172,194,30,22
30896,42,75,116,140,33,24
30897,119,149,117,139,30,22
30898,166,195,140,162,29,22
30899,150,193,304,336,43,32
30900,186,218,59,83,32,24
30901,51,86,18,44,35,26
30902,53,76,65,82,23,17
30903,29,52,221,238,23,17
30904,87,110,202,220,23,18
30905,116,142,174,194,26,20
30906,132,161,119,141,29,22
30907,84,105,97,113,21,16
30908,33,65,132,156,32,24
30909,15,51,67,94,36,27
30910,56,98,20,51,42,31
30911,114,154,28,58,40,30
30912,154,186,70,94,32,24
30913,185,206,124,139,21,15
30914,174,203,193,215,29,22
30915,118,176,270,313,58,43
30916,44,74,278,300,30,22
30917,3,50,198,234,47,36
30918,58,115,186,229,57,43
30919,120,162,147,179,42,32
30920,54,85,106,129,31,23
30921,27,54,35,55,27,20
30922,82,117,44,70,35,26
30923,134,162,71,91,28,20
30924,156,198,108,139,42,31
30925,176,218,244,276,42,32
30926,110,139,287,309,29,22
30927,50,87,282,309,37,27
30928,159,194,30,57,35,27
30929,188,215,75,96,27,21
30930,16,44,81,102,28,21
30931,20,39,177,191,19,14
30932,92,129,182,209,37,27
30933,117,136,252,265,19,13
30934,72,93,273,289,21,16
30935,31,57,226,246,26,20
30936,45,71,166,185,26,19
30937,65,87,99,116,22,17
30938,100,120,77,92,20,15
30939,134,154,95,110,20,15
30940,141,166,52,71,25,19
30941,154,183,133,154,29,21
30942,171,205,161,187,34,26
30943,159,184,222,241,25,19
30944,88,121,302,327,33,25
30945,151,181,302,324,30,22
30946,176,204,37,57,28,20
30947,51,90,22,51,39,29
30948,51,75,116,134,24,18
30949,58,91,158,182,33,24
30950,55,76,197,213,21,16
30951,46,77,227,249,31,22
30952,51,84,270,294,33,24
30953,94,126,288,312,32,24
30954,142,169,312,332,27,20
30955,188,212,191,210,24,19
30956,144,190,75,110,46,35
30957,165,199,119,145,34,26
30958,121,151,39,62,30,23
30959,168,195,28,48,27,20
30960,47,70,29,46,23,17
30961,38,64,70,90,26,20
30962,204,230,301,321,26,20
30963,48,78,320,343,30,23
30964,69,98,176,198,29,22
30965,91,117,272,292,26,20
30966,124,149,245,264,25,19
30967,126,156,194,216,30,22
30968,142,174,138,162,32,24
30969,101,126,119,137,25,18
30970,41,68,126,146,27,20
30971,37,71,40,65,34,25
30972,87,109,42,58,22,16
30973,127,156,44,66,29,22
30974,159,199,67,97,40,30
30975,186,213,27,48,27,21
30976,190,230,189,219,40,30
30977,181,208,276,296,27,20
30978,57,87,319,341,30,22
30979,30,61,270,293,31,23
30980,100,132,207,231,32,24
30981,142,161,63,78,19,15
30982,104,121,88,100,17,12
30983,66,93,121,141,27,20
30984,52,78,76,95,26,19
30985,54,82,200,222,28,22
30986,59,90,284,307,31,23
30987,95,123,296,317,28,21
30988,136,160,305,323,24,18
30989,178,205,302,323,27,21
30990,183,203,237,253,20,16
30991,201,225,186,204,24,18
30992,159,188,146,168,29,22
30993,200,217,84,97,17,13
30994,36,72,157,183,36,26
30995,25,58,261,286,33,25
30996,49,84,20,46,35,26
30997,172,197,16,34,25,18
30998,95,132,78,107,37,29
30999,99,143,119,152,44,33
31000,86,109,178,195,23,17
31001,110,136,198,217,26,19
31002,134,155,230,246,21,16
31003,123,142,252,266,19,14
31004,88,113,256,275,25,19
31005,81,103,312,329,22,17
31006,127,150,301,318,23,17
31007,158,200,262,294,42,32
31008,183,214,198,221,31,23
31009,178,206,143,164,28,21
31010,40,81,188,219,41,31
31011,41,64,153,170,23,17
31012,30,65,62,88,35,26
31013,96,122,28,47,26,19
31014,138,164,33,53,26,20
31015,164,195,59,82,31,23
31016,182,217,91,117,35,26
31017,47,83,126,153,36,27
31018,86,117,179,202,31,23
31019,93,115,227,243,22,16
31020,134,159,187,205,25,18
31021,140,167,134,154,27,20
31022,134,164,82,104,30,22
31023,45,93,10,46,48,36
31024,105,142,39,67,37,28
31025,37,80,62,94,43,32
31026,34,66,250,273,32,23
31027,151,171,282,297,20,15
31028,165,190,246,265,25,19
31029,185,202,194,207,17,13
31030,179,212,94,119,33,25
31031,174,205,67,91,31,24
31032,77,102,158,176,25,18
31033,66,98,220,244,32,24
31034,62,101,262,291,39,29
31035,105,132,301,321,27,20
31036,52,80,307,328,28,21
31037,27,55,225,245,28,20
31038,33,48,146,157,15,11
31039,46,88,114,146,42,32
31040,67,102,51,77,35,26
31041,106,132,101,121,26,20
31042,125,155,20,43,30,23
31043,193,227,222,248,34,26
31044,154,191,305,333,37,28
31045,29,68,284,313,39,29
31046,63,97,235,260,34,25
31047,80,105,203,221,25,18
31048,105,137,145,168,32,23
31049,149,176,176,197,27,21
31050,159,193,118,143,34,25
31051,133,174,70,101,41,31
31052,134,170,5,31,36,26
31053,73,107,46,71,34,25
31054,54,86,89,113,32,24
31055,43,73,159,181,30,22
31056,29,61,193,217,32,24
31057,154,196,236,268,42,32
31058,161,201,288,317,40,29
31059,194,219,174,193,25,19
31060,203,225,76,93,22,17
31061,200,221,27,42,21,15
31062,38,68,22,45,30,23
31063,147,171,328,346,24,18
31064,95,117,312,328,22,16
31065,103,124,273,288,21,15
31066,107,125,238,251,18,13
31067,101,125,196,214,24,18
31068,61,88,164,184,27,20
31069,54,87,100,125,33,25
31070,66,98,59,82,32,23
31071,102,124,32,48,22,16
31072,138,168,46,68,30,22
31073,124,154,75,98,30,23
31074,185,222,70,98,37,28
31075,197,222,147,166,25,19
31076,155,188,150,175,33,25
31077,168,204,186,213,36,27
31078,186,227,220,251,41,31
31079,158,192,256,282,34,26
31080,59,82,244,261,23,17
31081,32,65,287,312,33,25
31082,30,55,41,60,25,19
31083,100,122,229,245,22,16
31084,136,168,213,237,32,24
31085,83,121,292,321,38,29
31086,52,77,256,274,25,18
31087,56,88,199,223,32,24
31088,61,84,150,167,23,17
31089,61,85,82,99,24,17
31090,95,129,66,91,34,25
31091,107,148,22,53,41,31
31092,159,190,60,84,31,24
31093,140,191,112,151,51,39
31094,119,154,164,190,35,26
31095,212,237,227,246,25,19
31096,144,176,247,271,32,24
31097,179,220,291,321,41,30
31098,76,95,147,161,19,14
31099,95,115,185,200,20,15
31100,58,79,209,225,21,16
31101,53,71,269,283,18,14
31102,62,83,299,315,21,16
31103,84,107,326,343,23,17
31104,139,177,281,309,38,28
31105,176,203,253,274,27,21
31106,170,198,207,229,28,22
31107,142,179,156,184,37,28
31108,169,193,96,113,24,17
31109,159,195,67,95,36,28
31110,179,210,6,29,31,23
31111,11,39,85,106,28,21
31112,32,51,139,153,19,14
31113,73,100,4,24,27,20
31114,27,49,29,46,22,17
31115,116,135,39,54,19,15
31116,126,144,106,120,18,14
31117,195,224,157,178,29,21
31118,181,212,315,338,31,23
31119,27,46,317,331,19,14
31120,120,146,208,227,26,19
31121,141,173,249,273,32,24
31122,86,113,274,294,27,20
31123,87,108,303,319,21,16
31124,38,73,257,283,35,26
31125,49,73,222,240,24,18
31126,54,83,188,210,29,22
31127,58,82,152,169,24,17
31128,64,94,108,130,30,22
31129,76,109,62,87,33,25
31130,106,137,43,66,31,23
31131,146,168,35,51,22,16
31132,163,186,79,96,23,17
31133,118,144,137,156,26,19
31134,168,203,143,169,35,26
31135,173,208,190,215,35,25
31136,181,218,282,310,37,28
31137,118,153,295,321,35,26
31138,85,124,204,234,39,30
31139,93,114,175,191,21,16
31140,72,105,115,139,33,24
31141,102,135,70,95,33,25
31142,135,165,50,72,30,22
31143,178,206,53,74,28,21
31144,173,204,153,176,31,23
31145,169,201,211,235,32,24
31146,154,186,304,328,32,24
31147,23,54,316,339,31,23
31148,29,56,294,314,27,20
31149,34,57,256,273,23,17
31150,26,52,219,239,26,20
31151,28,56,163,184,28,21
31152,28,50,101,118,22,17
31153,39,66,36,56,27,20
31154,65,81,76,88,16,12
31155,135,155,111,125,20,14
31156,184,223,108,138,39,30
31157,54,93,149,178,39,29
31158,63,82,229,243,19,14
31159,63,88,266,284,25,18
31160,63,88,297,316,25,19
31161,127,153,126,146,26,20
31162,90,129,82,111,39,29
31163,70,106,32,59,36,27
31164,132,162,39,61,30,22
31165,167,201,68,94,34,26
31166,174,198,135,152,24,17
31167,34,61,107,127,27,20
31168,181,215,226,251,34,25
31169,176,208,299,323,32,24
31170,138,164,305,324,26,19
31171,130,146,130,142,16,12
31172,145,176,163,187,31,24
31173,156,180,214,231,24,17
31174,120,161,232,263,41,31
31175,171,193,275,291,22,16
31176,93,118,315,333,25,18
31177,76,101,280,298,25,18
31178,71,105,233,258,34,25
31179,55,93,150,179,38,29
31180,57,98,77,107,41,30
31181,105,134,32,54,29,22
31182,161,185,33,50,24,17
31183,212,232,23,38,20,15
31184,197,220,76,93,23,17
31185,194,219,117,135,25,18
31186,193,217,162,180,24,18
31187,195,224,232,254,29,22
31188,51,97,183,218,46,35
31189,32,70,249,278,38,29
31190,36,72,21,48,36,27
31191,71,90,235,249,19,14
31192,62,95,159,184,33,25
31193,115,143,171,192,28,21
31194,125,161,212,238,36,26
31195,155,186,109,133,31,24
31196,85,120,67,93,35,26
31197,58,92,103,129,34,26
31198,41,71,50,73,30,23
31199,93,117,33,51,24,18
31200,143,178,31,58,35,27
31201,185,210,53,72,25,19
31202,14,42,209,230,28,21
31203,36,78,261,292,42,31
31204,117,150,270,295,33,25
31205,185,222,287,315,37,28
31206,191,217,212,231,26,19
31207,94,120,196,215,26,19
31208,130,173,192,224,43,32
31209,91,126,253,279,35,26
31210,47,71,230,247,24,17
31211,11,52,122,153,41,31
31212,55,83,104,125,28,21
31213,95,139,69,102,44,33
31214,127,156,138,160,29,22
31215,168,204,78,104,36,26
31216,186,210,146,164,24,18
31217,193,217,245,262,24,17
31218,151,183,309,333,32,24
31219,29,65,47,74,36,27
31220,96,134,19,47,38,28
31221,165,205,21,51,40,30
31222,131,159,184,205,28,21
31223,135,159,216,234,24,18
31224,60,96,163,190,36,27
31225,78,107,194,216,29,22
31226,86,117,250,273,31,23
31227,49,74,256,275,25,19
31228,151,189,43,71,38,28
31229,151,190,107,136,39,29
31230,74,100,40,59,26,19
31231,102,125,56,73,23,17
31232,78,102,117,135,24,18
31233,60,87,77,97,27,20
31234,34,58,122,140,24,18
31235,69,106,1,29,37,28
31236,139,176,8,36,37,28
31237,209,230,52,68,21,16
31238,195,220,233,252,25,19
31239,179,212,302,327,33,25
31240,49,76,294,314,27,20
31241,27,59,241,266,32,25
31242,68,95,188,209,27,21
31243,88,116,147,168,28,21
31244,82,110,99,120,28,21
31245,74,104,63,85,30,22
31246,133,168,22,48,35,26
31247,171,208,59,87,37,28
31248,126,146,80,95,20,15
31249,161,200,145,174,39,29
31250,210,229,174,187,19,13
31251,188,214,221,241,26,20
31252,186,212,269,289,26,20
31253,101,141,207,237,40,30
31254,132,159,253,274,27,21
31255,32,63,94,117,31,23
31256,35,78,13,45,43,32
31257,104,128,81,99,24,18
31258,122,147,122,141,25,19
31259,122,142,157,172,20,15
31260,146,164,205,219,18,14
31261,85,110,212,231,25,19
31262,56,88,262,286,32,24
31263,39,73,194,220,34,26
31264,36,69,109,133,33,24
31265,43,80,51,79,37,28
31266,147,168,49,65,21,16
31267,168,191,80,98,23,18
31268,189,214,112,131,25,19
31269,186,226,163,193,40,30
31270,188,231,210,242,43,32
31271,153,180,248,268,27,20
31272,117,152,296,322,35,26
31273,48,76,299,320,28,21
31274,171,210,6,34,39,28
31275,131,173,221,253,42,32
31276,121,160,297,326,39,29
31277,69,98,266,288,29,22
31278,60,90,217,240,30,23
31279,71,100,155,176,29,21
31280,85,124,112,141,39,29
31281,120,148,69,89,28,20
31282,149,176,118,138,27,20
31283,149,177,163,184,28,21
31284,195,223,146,168,28,22
31285,190,230,226,255,40,29
31286,186,222,286,312,36,26
31287,29,69,66,95,40,29
31288,76,113,25,53,37,28
31289,156,190,28,53,34,25
31290,112,134,269,286,22,17
31291,144,172,229,251,28,22
31292,73,108,247,274,35,27
31293,63,93,208,231,30,23
31294,56,81,154,173,25,19
31295,65,94,75,97,29,22
31296,83,118,105,132,35,27
31297,134,159,58,77,25,19
31298,88,134,25,60,46,35
31299,161,192,27,50,31,23
31300,179,215,95,122,36,27
31301,146,169,104,121,23,17
31302,193,220,165,186,27,21
31303,186,211,296,315,25,19
31304,51,83,306,330,32,24
31305,29,61,91,114,32,23
31306,61,101,170,201,40,31
31307,103,129,125,144,26,19
31308,132,166,180,205,34,25
31309,118,143,236,254,25,18
31310,39,77,268,296,38,28
31311,110,149,283,312,39,29
31312,162,200,263,291,38,28
31313,181,209,166,187,28,21
31314,98,133,68,94,35,26
31315,161,196,67,93,35,26
31316,44,81,103,131,37,28
31317,40,50,159,166,10,7
31318,41,76,201,228,35,27
31319,81,107,250,269,26,19
31320,122,146,241,259,24,18
31321,139,165,281,300,26,19
31322,93,118,293,312,25,19
31323,71,94,266,283,23,17
31324,56,91,203,229,35,26
31325,68,98,162,184,30,22
31326,94,117,121,138,23,17
31327,80,114,84,109,34,25
31328,127,151,69,88,24,19
31329,150,178,122,143,28,21
31330,182,213,152,176,31,24
31331,173,200,197,218,27,21
